Gender;Umur;Jurusan/Program Studi;Jam Belajar per Hari;Jam Tidur per Hari;IPK;Jumlah Tugas Besar per Minggu;Frekuensi Olahraga;Pemasukan Keluarga;Status Hubungan;Label
Perempuan;23;Sistem Informasi;5;5;0,126388889;4;Kadang;Sedang;Jomblo;Risiko Stres
Laki-laki;18;Ekonomi;5;9;0,151388889;5;Kadang;Sedang;Jomblo;Sehat
Perempuan;25;Hukum;6;7;03.55;2;Sering;Sedang;Jomblo;Sehat
Laki-laki;25;Teknik Informatika;6;4;02.34;5;Kadang;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;25;Hukum;4;6;03.53;4;Jarang;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;21;Kedokteran;2;7;03.05;0;Kadang;Tinggi;Dalam hubungan;Sehat
Perempuan;25;Sistem Informasi;7;7;03.08;1;Jarang;Sedang;Jomblo;Sehat
Laki-laki;24;Desain Komunikasi Visual;7;5;0,175694444;1;Sering;Sedang;Jomblo;Sehat
Perempuan;25;Sistem Informasi;1;9;02.26;3;Sering;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;20;Desain Komunikasi Visual;3;3;03.19;3;Kadang;Rendah;Jomblo;Risiko Stres
Laki-laki;23;Desain Komunikasi Visual;5;6;02.09;0;Sering;Rendah;Jomblo;Sehat
Laki-laki;25;Ekonomi;3;3;0,141666667;1;Kadang;Sedang;Dalam hubungan;Sehat
Laki-laki;25;Psikologi;1;8;02.51;3;Sering;Sedang;Dalam hubungan;Sehat
Laki-laki;22;Desain Komunikasi Visual;6;8;0,134722222;5;Jarang;Tinggi;Jomblo;Risiko Stres
Perempuan;23;Desain Komunikasi Visual;7;6;02.22;2;Sering;Sedang;Dalam hubungan;Sehat
Perempuan;25;Ekonomi;5;9;02.05;4;Kadang;Tinggi;Jomblo;Sehat
Laki-laki;21;Hukum;3;4;02.54;3;Kadang;Tinggi;Dalam hubungan;Risiko Stres
Laki-laki;19;Kedokteran;6;8;03.44;0;Kadang;Sedang;Dalam hubungan;Sehat
Laki-laki;24;Teknik Informatika;1;5;02.01;1;Jarang;Tinggi;Jomblo;Risiko Stres
Laki-laki;21;Ekonomi;3;4;03.03;0;Sering;Tinggi;Jomblo;Sehat
Perempuan;18;Psikologi;7;7;02.44;4;Kadang;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;21;Ekonomi;2;8;02.16;4;Jarang;Sedang;Jomblo;Risiko Stres
Perempuan;22;Sistem Informasi;6;5;02.06;0;Jarang;Tinggi;Jomblo;Risiko Stres
Laki-laki;22;Hukum;1;7;02.45;3;Jarang;Tinggi;Jomblo;Risiko Stres
Perempuan;25;Hukum;3;4;03.01;3;Sering;Tinggi;Dalam hubungan;Sehat
Laki-laki;21;Desain Komunikasi Visual;7;6;0,132638889;1;Sering;Sedang;Jomblo;Sehat
Laki-laki;22;Hukum;2;7;0,189583333;5;Sering;Rendah;Jomblo;Sehat
Perempuan;19;Hukum;2;3;0,189583333;1;Jarang;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;23;Hukum;1;6;0,145138889;2;Sering;Sedang;Dalam hubungan;Sehat
Laki-laki;21;Hukum;4;6;03.59;5;Kadang;Sedang;Dalam hubungan;Sehat
Laki-laki;24;Teknik Informatika;7;4;02.03;2;Jarang;Sedang;Dalam hubungan;Risiko Stres
Perempuan;19;Psikologi;7;4;03.01;1;Sering;Sedang;Jomblo;Sehat
Laki-laki;25;Desain Komunikasi Visual;5;5;03.49;5;Jarang;Rendah;Jomblo;Risiko Stres
Laki-laki;23;Hukum;1;5;02.43;5;Jarang;Tinggi;Dalam hubungan;Risiko Stres
Perempuan;24;Desain Komunikasi Visual;2;3;02.12;2;Sering;Tinggi;Dalam hubungan;Sehat
Perempuan;25;Psikologi;2;6;02.31;0;Jarang;Sedang;Jomblo;Sehat
Perempuan;24;Kedokteran;1;9;0,144444444;3;Sering;Sedang;Jomblo;Sehat
Laki-laki;25;Hukum;4;3;03.01;5;Sering;Tinggi;Dalam hubungan;Sehat
Laki-laki;24;Desain Komunikasi Visual;5;3;0,136111111;5;Sering;Rendah;Jomblo;Risiko Stres
Laki-laki;23;Ekonomi;3;9;0,144444444;2;Jarang;Sedang;Jomblo;Sehat
Perempuan;19;Desain Komunikasi Visual;1;9;0,148611111;5;Jarang;Sedang;Dalam hubungan;Sehat
Laki-laki;24;Hukum;5;9;03.54;2;Sering;Rendah;Dalam hubungan;Sehat
Laki-laki;24;Sistem Informasi;7;4;02.21;0;Jarang;Rendah;Dalam hubungan;Risiko Stres
Perempuan;20;Teknik Informatika;5;3;03.54;5;Sering;Rendah;Dalam hubungan;Risiko Stres
Perempuan;21;Ekonomi;6;3;03.38;4;Kadang;Sedang;Jomblo;Risiko Stres
Perempuan;23;Ekonomi;2;7;03.48;1;Jarang;Rendah;Dalam hubungan;Sehat
Perempuan;25;Sistem Informasi;3;9;03.47;0;Jarang;Sedang;Jomblo;Sehat
Perempuan;23;Hukum;1;9;0,148611111;4;Kadang;Sedang;Jomblo;Sehat
Laki-laki;22;Teknik Informatika;2;5;02.42;0;Kadang;Rendah;Jomblo;Risiko Stres
Perempuan;25;Ekonomi;6;5;03.07;3;Kadang;Tinggi;Dalam hubungan;Risiko Stres
Laki-laki;23;Teknik Informatika;6;6;0,188888889;0;Sering;Rendah;Jomblo;Sehat
Laki-laki;19;Ekonomi;2;5;03.18;0;Sering;Tinggi;Dalam hubungan;Sehat
Perempuan;25;Hukum;4;8;02.02;3;Kadang;Rendah;Dalam hubungan;Risiko Stres
Perempuan;25;Kedokteran;5;6;02.12;5;Sering;Rendah;Dalam hubungan;Risiko Stres
Perempuan;23;Ekonomi;1;9;0,19375;1;Jarang;Sedang;Jomblo;Sehat
Laki-laki;25;Kedokteran;1;7;02.14;4;Kadang;Sedang;Dalam hubungan;Sehat
Perempuan;20;Ekonomi;1;5;02.09;2;Jarang;Sedang;Dalam hubungan;Risiko Stres
Perempuan;21;Psikologi;2;7;0,132638889;1;Sering;Sedang;Jomblo;Sehat
Perempuan;25;Hukum;7;5;0,190277778;0;Kadang;Sedang;Dalam hubungan;Sehat
Perempuan;21;Sistem Informasi;4;5;0,127777778;2;Sering;Sedang;Jomblo;Sehat
Perempuan;23;Kedokteran;3;7;0,140277778;3;Jarang;Sedang;Jomblo;Sehat
Laki-laki;24;Sistem Informasi;6;3;03.27;1;Sering;Tinggi;Dalam hubungan;Sehat
Laki-laki;18;Hukum;2;3;02.05;5;Jarang;Tinggi;Dalam hubungan;Risiko Stres
Laki-laki;18;Desain Komunikasi Visual;7;3;03.08;4;Sering;Sedang;Dalam hubungan;Risiko Stres
Perempuan;24;Sistem Informasi;3;8;03.04;1;Jarang;Tinggi;Dalam hubungan;Sehat
Perempuan;24;Hukum;6;3;0,147916667;1;Sering;Rendah;Jomblo;Risiko Stres
Perempuan;24;Sistem Informasi;6;5;0,175;5;Kadang;Tinggi;Dalam hubungan;Risiko Stres
Laki-laki;19;Kedokteran;4;9;0,188194444;2;Kadang;Sedang;Dalam hubungan;Sehat
Perempuan;18;Psikologi;5;4;0,142361111;3;Sering;Tinggi;Jomblo;Sehat
Perempuan;24;Sistem Informasi;1;7;02.34;5;Jarang;Rendah;Dalam hubungan;Risiko Stres
Perempuan;19;Kedokteran;3;9;0,16875;3;Sering;Tinggi;Dalam hubungan;Sehat
Laki-laki;22;Ekonomi;2;4;0,139583333;5;Kadang;Sedang;Dalam hubungan;Sehat
Perempuan;25;Hukum;3;9;0,185416667;1;Jarang;Rendah;Dalam hubungan;Sehat
Laki-laki;19;Teknik Informatika;5;8;03.09;3;Sering;Rendah;Dalam hubungan;Sehat
Perempuan;18;Desain Komunikasi Visual;1;4;02.23;2;Sering;Tinggi;Jomblo;Sehat
Laki-laki;23;Teknik Informatika;3;6;0,188194444;2;Jarang;Rendah;Dalam hubungan;Sehat
Laki-laki;22;Hukum;5;3;0,134722222;4;Sering;Rendah;Jomblo;Risiko Stres
Laki-laki;18;Psikologi;2;8;03.29;3;Kadang;Rendah;Jomblo;Sehat
Perempuan;25;Sistem Informasi;4;9;02.07;4;Kadang;Sedang;Jomblo;Sehat
Perempuan;19;Psikologi;7;5;0,179166667;5;Jarang;Rendah;Jomblo;Risiko Stres
Laki-laki;20;Teknik Informatika;6;3;03.28;0;Sering;Tinggi;Dalam hubungan;Sehat
Laki-laki;21;Desain Komunikasi Visual;2;3;03.29;2;Sering;Tinggi;Dalam hubungan;Sehat
Perempuan;25;Kedokteran;1;4;03.08;1;Kadang;Rendah;Jomblo;Sehat
Perempuan;18;Desain Komunikasi Visual;6;6;03.02;2;Jarang;Tinggi;Dalam hubungan;Sehat
Laki-laki;24;Hukum;7;3;0,140277778;0;Jarang;Rendah;Dalam hubungan;Risiko Stres
Perempuan;19;Hukum;2;9;0,175694444;1;Jarang;Tinggi;Jomblo;Sehat
Perempuan;24;Psikologi;2;9;03.48;3;Kadang;Rendah;Dalam hubungan;Sehat
Perempuan;24;Kedokteran;2;7;03.09;3;Kadang;Rendah;Jomblo;Sehat
Perempuan;24;Psikologi;2;7;0,186111111;2;Jarang;Rendah;Jomblo;Sehat
Laki-laki;24;Sistem Informasi;6;3;0,136111111;1;Jarang;Sedang;Dalam hubungan;Risiko Stres
Perempuan;24;Ekonomi;1;4;0,145138889;5;Sering;Tinggi;Dalam hubungan;Sehat
Perempuan;22;Kedokteran;7;4;02.51;1;Sering;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;18;Ekonomi;5;5;03.32;4;Jarang;Sedang;Jomblo;Risiko Stres
Laki-laki;25;Desain Komunikasi Visual;3;8;0,134027778;0;Kadang;Sedang;Jomblo;Sehat
Perempuan;18;Sistem Informasi;4;8;03.57;3;Kadang;Rendah;Dalam hubungan;Sehat
Perempuan;25;Ekonomi;7;8;02.24;2;Sering;Rendah;Jomblo;Risiko Stres
Perempuan;21;Teknik Informatika;3;6;02.23;1;Jarang;Rendah;Dalam hubungan;Risiko Stres
Perempuan;19;Desain Komunikasi Visual;3;4;02.41;3;Kadang;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;20;Ekonomi;4;5;02.17;2;Kadang;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;22;Sistem Informasi;7;7;03.24;3;Kadang;Tinggi;Dalam hubungan;Sehat
Laki-laki;19;Ekonomi;6;9;02.29;2;Kadang;Rendah;Jomblo;Risiko Stres
Perempuan;22;Hukum;1;8;02.32;3;Sering;Rendah;Dalam hubungan;Risiko Stres
Perempuan;25;Psikologi;4;7;02.03;5;Kadang;Tinggi;Jomblo;Sehat
Perempuan;18;Teknik Informatika;1;7;03.56;4;Kadang;Sedang;Jomblo;Sehat
Perempuan;24;Hukum;6;3;0,168055556;0;Jarang;Tinggi;Jomblo;Risiko Stres
Laki-laki;21;Hukum;3;6;02.32;3;Jarang;Sedang;Jomblo;Risiko Stres
Laki-laki;21;Sistem Informasi;1;5;03.48;0;Sering;Sedang;Jomblo;Sehat
Perempuan;23;Psikologi;6;6;0,14375;3;Sering;Tinggi;Jomblo;Sehat
Laki-laki;20;Psikologi;6;3;02.48;1;Sering;Rendah;Dalam hubungan;Risiko Stres
Perempuan;21;Kedokteran;5;5;03.24;4;Sering;Sedang;Jomblo;Sehat
Perempuan;24;Desain Komunikasi Visual;4;5;02.36;5;Kadang;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;18;Teknik Informatika;5;4;03.51;4;Jarang;Tinggi;Jomblo;Risiko Stres
Perempuan;20;Desain Komunikasi Visual;3;6;02.01;0;Kadang;Sedang;Dalam hubungan;Sehat
Perempuan;25;Sistem Informasi;4;6;0,188888889;1;Kadang;Rendah;Dalam hubungan;Sehat
Laki-laki;19;Teknik Informatika;3;4;02.14;2;Kadang;Sedang;Jomblo;Sehat
Perempuan;25;Kedokteran;5;7;03.16;4;Jarang;Sedang;Dalam hubungan;Sehat
Perempuan;24;Ekonomi;7;3;03.08;5;Sering;Tinggi;Dalam hubungan;Risiko Stres
Laki-laki;24;Hukum;6;6;02.02;1;Sering;Rendah;Jomblo;Risiko Stres
Perempuan;21;Teknik Informatika;3;4;03.00;1;Jarang;Rendah;Jomblo;Risiko Stres
Laki-laki;20;Desain Komunikasi Visual;4;9;02.07;0;Jarang;Sedang;Jomblo;Sehat
Perempuan;18;Hukum;4;5;03.16;5;Sering;Rendah;Jomblo;Risiko Stres
Laki-laki;25;Sistem Informasi;3;8;02.45;1;Kadang;Sedang;Jomblo;Sehat
Laki-laki;23;Desain Komunikasi Visual;4;9;02.13;1;Sering;Tinggi;Jomblo;Sehat
Laki-laki;25;Ekonomi;6;4;03.25;2;Jarang;Tinggi;Jomblo;Risiko Stres
Perempuan;22;Sistem Informasi;7;8;0,140972222;0;Sering;Rendah;Jomblo;Sehat
Laki-laki;22;Ekonomi;6;7;03.24;0;Sering;Tinggi;Dalam hubungan;Sehat
Laki-laki;18;Ekonomi;4;3;02.42;5;Sering;Tinggi;Jomblo;Risiko Stres
Laki-laki;18;Hukum;3;8;0,130555556;1;Jarang;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;22;Sistem Informasi;5;7;03.12;2;Jarang;Sedang;Jomblo;Sehat
Laki-laki;23;Sistem Informasi;4;8;03.19;3;Sering;Tinggi;Jomblo;Sehat
Perempuan;20;Teknik Informatika;4;5;0,134722222;4;Sering;Rendah;Jomblo;Risiko Stres
Perempuan;22;Desain Komunikasi Visual;4;5;02.56;0;Kadang;Rendah;Jomblo;Risiko Stres
Perempuan;18;Sistem Informasi;4;5;02.55;2;Kadang;Rendah;Dalam hubungan;Risiko Stres
Perempuan;21;Teknik Informatika;3;5;02.35;5;Sering;Tinggi;Dalam hubungan;Risiko Stres
Perempuan;19;Psikologi;5;4;0,128472222;2;Jarang;Tinggi;Jomblo;Risiko Stres
Perempuan;23;Psikologi;5;5;02.04;1;Kadang;Sedang;Dalam hubungan;Sehat
Perempuan;24;Psikologi;1;9;03.27;4;Sering;Sedang;Jomblo;Sehat
Laki-laki;23;Kedokteran;4;5;03.14;0;Kadang;Sedang;Dalam hubungan;Sehat
Perempuan;21;Sistem Informasi;4;9;0,136805556;3;Kadang;Sedang;Jomblo;Sehat
Laki-laki;21;Kedokteran;1;4;0,128472222;1;Kadang;Sedang;Dalam hubungan;Sehat
Laki-laki;24;Desain Komunikasi Visual;5;5;02.48;0;Jarang;Sedang;Dalam hubungan;Risiko Stres
Perempuan;25;Sistem Informasi;2;7;03.07;5;Sering;Rendah;Dalam hubungan;Sehat
Laki-laki;18;Teknik Informatika;6;7;0,183333333;0;Jarang;Sedang;Jomblo;Sehat
Laki-laki;22;Kedokteran;2;6;03.37;2;Jarang;Tinggi;Dalam hubungan;Sehat
Laki-laki;25;Kedokteran;5;7;03.49;4;Kadang;Sedang;Jomblo;Sehat
Laki-laki;20;Desain Komunikasi Visual;7;3;0,171527778;3;Sering;Tinggi;Dalam hubungan;Risiko Stres
Perempuan;23;Kedokteran;4;3;02.07;4;Kadang;Sedang;Jomblo;Risiko Stres
Perempuan;24;Ekonomi;2;3;02.13;2;Jarang;Rendah;Jomblo;Risiko Stres
Perempuan;23;Teknik Informatika;3;4;03.25;3;Jarang;Rendah;Jomblo;Risiko Stres
Perempuan;25;Psikologi;3;7;02.38;3;Sering;Tinggi;Dalam hubungan;Sehat
Perempuan;21;Teknik Informatika;1;9;03.14;1;Jarang;Sedang;Dalam hubungan;Sehat
Perempuan;22;Ekonomi;5;3;03.48;3;Jarang;Rendah;Jomblo;Risiko Stres
Perempuan;23;Desain Komunikasi Visual;5;6;03.57;0;Sering;Rendah;Jomblo;Sehat
Perempuan;20;Desain Komunikasi Visual;2;4;02.06;4;Kadang;Sedang;Jomblo;Risiko Stres
Perempuan;21;Sistem Informasi;4;6;03.02;5;Sering;Tinggi;Dalam hubungan;Sehat
Perempuan;20;Teknik Informatika;5;7;03.24;5;Jarang;Tinggi;Dalam hubungan;Sehat
Laki-laki;22;Desain Komunikasi Visual;2;5;0,169444444;4;Sering;Tinggi;Dalam hubungan;Sehat
Perempuan;23;Kedokteran;2;6;03.52;1;Kadang;Rendah;Dalam hubungan;Sehat
Laki-laki;19;Desain Komunikasi Visual;6;5;0,193055556;3;Jarang;Sedang;Dalam hubungan;Risiko Stres
Laki-laki;25;Desain Komunikasi Visual;6;4;02.02;2;Kadang;Rendah;Jomblo;Risiko Stres
Laki-laki;23;Desain Komunikasi Visual;5;6;0,14375;0;Kadang;Rendah;Jomblo;Sehat
Laki-laki;25;Desain Komunikasi Visual;2;6;02.51;1;Sering;Rendah;Jomblo;Sehat
Perempuan;22;Psikologi;1;8;02.24;3;Kadang;Rendah;Jomblo;Risiko Stres
Laki-laki;23;Psikologi;1;4;0,181944444;5;Sering;Sedang;Dalam hubungan;Sehat
Perempuan;25;Sistem Informasi;6;4;04.00;2;Sering;Rendah;Dalam hubungan;Risiko Stres
Perempuan;24;Desain Komunikasi Visual;5;3;02.36;3;Kadang;Rendah;Jomblo;Risiko Stres
Laki-laki;25;Teknik Informatika;4;7;02.08;1;Sering;Tinggi;Dalam hubungan;Sehat
Perempuan;23;Ekonomi;7;6;02.55;2;Sering;Rendah;Jomblo;Risiko Stres
Laki-laki;18;Sistem Informasi;1;6;0,171527778;2;Kadang;Sedang;Dalam hubungan;Sehat
Laki-laki;23;Teknik Informatika;1;9;02.59;2;Jarang;Rendah;Dalam hubungan;Risiko Stres
Perempuan;23;Desain Komunikasi Visual;6;4;02.11;2;Sering;Sedang;Jomblo;Risiko Stres
Perempuan;25;Hukum;6;4;02.01;3;Sering;Sedang;Jomblo;Risiko Stres
Laki-laki;20;Desain Komunikasi Visual;5;7;0,142361111;2;Kadang;Sedang;Jomblo;Sehat
Perempuan;19;Psikologi;6;4;0,184722222;3;Sering;Tinggi;Dalam hubungan;Risiko Stres
Perempuan;20;Ekonomi;3;5;02.57;2;Kadang;Tinggi;Dalam hubungan;Sehat
Perempuan;25;Kedokteran;7;5;0,142361111;2;Jarang;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;20;Ekonomi;2;8;02.02;1;Jarang;Rendah;Jomblo;Risiko Stres
Laki-laki;21;Kedokteran;1;5;0,152083333;3;Kadang;Rendah;Jomblo;Risiko Stres
Perempuan;18;Ekonomi;3;5;03.39;5;Jarang;Sedang;Jomblo;Risiko Stres
Perempuan;20;Psikologi;4;7;02.54;3;Kadang;Sedang;Dalam hubungan;Sehat
Perempuan;24;Kedokteran;3;6;02.59;4;Sering;Sedang;Dalam hubungan;Sehat
Perempuan;22;Teknik Informatika;5;5;0,172222222;5;Jarang;Rendah;Jomblo;Risiko Stres
Perempuan;24;Kedokteran;4;8;02.02;1;Sering;Rendah;Jomblo;Sehat
Laki-laki;22;Sistem Informasi;4;4;03.27;3;Sering;Rendah;Jomblo;Risiko Stres
Perempuan;23;Teknik Informatika;6;5;0,138194444;1;Kadang;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;21;Sistem Informasi;3;8;02.06;5;Jarang;Tinggi;Dalam hubungan;Risiko Stres
Perempuan;18;Desain Komunikasi Visual;5;7;03.32;1;Jarang;Tinggi;Jomblo;Sehat
Laki-laki;24;Ekonomi;1;9;0,171527778;1;Sering;Tinggi;Jomblo;Sehat
Perempuan;18;Teknik Informatika;7;9;03.12;0;Sering;Rendah;Jomblo;Sehat
Laki-laki;24;Ekonomi;6;9;02.06;3;Kadang;Tinggi;Dalam hubungan;Risiko Stres
Perempuan;23;Desain Komunikasi Visual;3;4;0,147222222;1;Jarang;Tinggi;Dalam hubungan;Sehat
Laki-laki;22;Hukum;1;8;0,147916667;0;Kadang;Rendah;Dalam hubungan;Sehat
Laki-laki;19;Ekonomi;3;5;03.09;0;Kadang;Tinggi;Jomblo;Sehat
Laki-laki;21;Desain Komunikasi Visual;6;6;03.34;2;Kadang;Rendah;Jomblo;Sehat
Laki-laki;24;Ekonomi;1;4;02.04;2;Jarang;Rendah;Jomblo;Risiko Stres
Laki-laki;24;Desain Komunikasi Visual;6;4;03.00;5;Kadang;Rendah;Jomblo;Risiko Stres
Laki-laki;23;Sistem Informasi;3;9;03.18;3;Jarang;Sedang;Jomblo;Sehat
Perempuan;21;Desain Komunikasi Visual;4;6;0,13125;2;Kadang;Rendah;Jomblo;Sehat
Laki-laki;22;Kedokteran;7;9;03.34;5;Sering;Tinggi;Jomblo;Sehat
Perempuan;22;Hukum;2;4;02.46;3;Kadang;Tinggi;Jomblo;Risiko Stres
Perempuan;24;Ekonomi;7;5;0,127083333;5;Kadang;Rendah;Jomblo;Risiko Stres
Perempuan;19;Desain Komunikasi Visual;4;9;0,189583333;0;Jarang;Sedang;Jomblo;Sehat
Perempuan;19;Desain Komunikasi Visual;6;9;02.07;0;Sering;Sedang;Jomblo;Sehat
Perempuan;18;Ekonomi;7;9;0,13125;3;Sering;Sedang;Dalam hubungan;Risiko Stres
Laki-laki;21;Hukum;6;4;03.19;5;Jarang;Tinggi;Jomblo;Risiko Stres
Laki-laki;21;Hukum;6;5;0,190277778;5;Jarang;Sedang;Jomblo;Risiko Stres
Laki-laki;22;Desain Komunikasi Visual;1;6;0,192361111;2;Sering;Sedang;Dalam hubungan;Sehat
Perempuan;18;Teknik Informatika;5;3;03.16;2;Jarang;Rendah;Jomblo;Risiko Stres
Laki-laki;23;Sistem Informasi;6;6;02.00;3;Sering;Sedang;Dalam hubungan;Risiko Stres
Laki-laki;21;Hukum;7;5;03.08;4;Kadang;Sedang;Dalam hubungan;Risiko Stres
Laki-laki;18;Hukum;7;7;03.14;2;Kadang;Sedang;Jomblo;Sehat
Laki-laki;18;Psikologi;7;9;0,134027778;1;Sering;Rendah;Jomblo;Risiko Stres
Laki-laki;24;Kedokteran;4;6;0,170833333;2;Sering;Rendah;Dalam hubungan;Sehat
Perempuan;22;Hukum;2;7;02.08;4;Kadang;Sedang;Jomblo;Sehat
Laki-laki;18;Sistem Informasi;6;7;02.07;5;Kadang;Tinggi;Jomblo;Risiko Stres
Perempuan;25;Kedokteran;6;5;0,169444444;0;Sering;Tinggi;Jomblo;Sehat
Perempuan;19;Kedokteran;6;5;03.09;0;Jarang;Rendah;Dalam hubungan;Risiko Stres
Perempuan;25;Ekonomi;1;9;0,130555556;5;Jarang;Sedang;Dalam hubungan;Risiko Stres
Perempuan;19;Ekonomi;6;3;02.05;0;Sering;Tinggi;Jomblo;Risiko Stres
Perempuan;20;Ekonomi;4;8;03.19;2;Jarang;Sedang;Jomblo;Sehat
Laki-laki;22;Ekonomi;3;4;02.42;0;Kadang;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;24;Psikologi;5;6;0,128472222;4;Kadang;Tinggi;Dalam hubungan;Sehat
Laki-laki;23;Hukum;7;5;03.27;4;Jarang;Rendah;Jomblo;Risiko Stres
Perempuan;25;Ekonomi;6;6;0,177777778;2;Sering;Sedang;Jomblo;Sehat
Laki-laki;25;Desain Komunikasi Visual;1;8;03.07;5;Kadang;Rendah;Jomblo;Sehat
Laki-laki;20;Teknik Informatika;4;8;03.52;1;Kadang;Rendah;Dalam hubungan;Sehat
Perempuan;19;Ekonomi;6;9;03.53;2;Kadang;Rendah;Dalam hubungan;Sehat
Perempuan;24;Hukum;1;7;03.33;0;Jarang;Rendah;Jomblo;Sehat
Perempuan;20;Ekonomi;3;9;02.49;2;Sering;Tinggi;Dalam hubungan;Sehat
Perempuan;22;Psikologi;2;4;0,175694444;4;Jarang;Sedang;Jomblo;Risiko Stres
Laki-laki;24;Sistem Informasi;6;3;0,14375;2;Sering;Tinggi;Jomblo;Sehat
Perempuan;22;Sistem Informasi;4;6;02.09;2;Sering;Sedang;Jomblo;Sehat
Perempuan;18;Hukum;1;4;02.49;1;Jarang;Sedang;Jomblo;Risiko Stres
Laki-laki;21;Desain Komunikasi Visual;1;3;03.53;4;Kadang;Sedang;Jomblo;Sehat
Laki-laki;18;Sistem Informasi;6;6;02.14;3;Sering;Sedang;Dalam hubungan;Risiko Stres
Perempuan;22;Sistem Informasi;1;4;02.29;3;Jarang;Sedang;Dalam hubungan;Risiko Stres
Laki-laki;25;Teknik Informatika;2;5;03.39;4;Kadang;Tinggi;Jomblo;Sehat
Perempuan;24;Hukum;1;6;0,179861111;3;Sering;Sedang;Dalam hubungan;Sehat
Perempuan;19;Desain Komunikasi Visual;7;4;03.27;0;Sering;Rendah;Jomblo;Risiko Stres
Laki-laki;23;Hukum;5;8;02.44;3;Kadang;Tinggi;Dalam hubungan;Sehat
Laki-laki;19;Sistem Informasi;7;3;02.11;0;Sering;Tinggi;Dalam hubungan;Risiko Stres
Perempuan;24;Sistem Informasi;5;4;03.23;4;Jarang;Sedang;Dalam hubungan;Risiko Stres
Perempuan;18;Sistem Informasi;1;5;02.09;3;Sering;Rendah;Dalam hubungan;Risiko Stres
Perempuan;23;Kedokteran;6;9;03.23;3;Sering;Rendah;Jomblo;Risiko Stres
Laki-laki;24;Psikologi;5;6;02.45;5;Kadang;Sedang;Dalam hubungan;Sehat
Perempuan;22;Ekonomi;4;6;0,18125;0;Jarang;Sedang;Dalam hubungan;Sehat
Perempuan;25;Psikologi;5;6;0,149305556;0;Kadang;Rendah;Dalam hubungan;Sehat
Perempuan;19;Hukum;7;5;02.45;2;Jarang;Tinggi;Dalam hubungan;Risiko Stres
Perempuan;22;Teknik Informatika;1;3;0,174305556;1;Kadang;Tinggi;Dalam hubungan;Sehat
Perempuan;23;Ekonomi;6;6;02.51;3;Sering;Sedang;Dalam hubungan;Risiko Stres
Laki-laki;23;Teknik Informatika;3;3;0,125694444;5;Jarang;Tinggi;Dalam hubungan;Risiko Stres
Perempuan;19;Desain Komunikasi Visual;6;4;0,171527778;1;Jarang;Tinggi;Dalam hubungan;Risiko Stres
Perempuan;22;Kedokteran;6;8;0,126388889;5;Sering;Rendah;Jomblo;Risiko Stres
Perempuan;20;Hukum;6;8;0,140277778;1;Kadang;Tinggi;Jomblo;Sehat
Perempuan;22;Kedokteran;4;3;02.07;3;Jarang;Rendah;Jomblo;Risiko Stres
Laki-laki;23;Hukum;2;3;02.23;5;Sering;Sedang;Dalam hubungan;Risiko Stres
Laki-laki;22;Teknik Informatika;7;8;02.08;0;Sering;Sedang;Jomblo;Sehat
Laki-laki;25;Teknik Informatika;1;6;03.45;2;Jarang;Rendah;Jomblo;Sehat
Perempuan;24;Teknik Informatika;2;7;03.29;5;Jarang;Rendah;Jomblo;Risiko Stres
Perempuan;18;Hukum;3;7;02.56;4;Jarang;Sedang;Dalam hubungan;Risiko Stres
Laki-laki;25;Sistem Informasi;2;5;02.59;3;Sering;Rendah;Jomblo;Risiko Stres
Laki-laki;20;Teknik Informatika;1;9;0,186805556;3;Kadang;Sedang;Jomblo;Sehat
Laki-laki;21;Kedokteran;7;8;0,193055556;4;Kadang;Sedang;Jomblo;Sehat
Perempuan;24;Desain Komunikasi Visual;7;8;0,149305556;1;Jarang;Sedang;Jomblo;Sehat
Perempuan;18;Ekonomi;1;5;03.06;2;Sering;Sedang;Jomblo;Sehat
Laki-laki;21;Hukum;3;7;03.47;1;Sering;Sedang;Jomblo;Sehat
Laki-laki;19;Kedokteran;1;4;02.59;4;Jarang;Sedang;Jomblo;Risiko Stres
Laki-laki;21;Psikologi;3;6;02.12;4;Sering;Tinggi;Dalam hubungan;Sehat
Perempuan;24;Desain Komunikasi Visual;3;6;02.29;2;Sering;Tinggi;Jomblo;Sehat
Perempuan;22;Psikologi;1;4;0,172222222;4;Sering;Sedang;Jomblo;Sehat
Perempuan;24;Ekonomi;5;4;03.46;4;Jarang;Tinggi;Dalam hubungan;Risiko Stres
Laki-laki;25;Sistem Informasi;7;7;03.33;5;Jarang;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;21;Teknik Informatika;3;5;02.26;2;Jarang;Rendah;Dalam hubungan;Risiko Stres
